"Year","Name","Position","Round","Pick","College","Conference","Games","Seasons","Height","Weight","X40.Yard","Bench","Broad.Jump","Shuttle","X3.Cone","Vertical","Pass.Att","Pass.Completions","Pass.Yds","Pass.TD","Pass.Int","Passer.Rating","Rush.Att","Rush.Yds","Rush.TD","Rec","Rec.Yds","Rec.TD","Solo.Tackles","Ast.Tackles","Total.Tackles","Tackles.for.Loss","Sacks","Int","Int.Return.Yards","Int.TD","Pass.Deflection","Fumble.Recovery","Fumble.Return.Yards","Fumble.TD","Forced.Fumbles","PRs","PR.Yds","PR.TD","KRs","KR.Yds","KR.TD","XPA","XP.","FGA","FG.","Punts","Punt.Avg"
2008,"Andre Caldwell","WR",3,97,"Florida","SEC",53,5,72,204,4.35,0,124,4.11,6.75,33,0,0,0,0,0,0,41,293,4,185,2349,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,752,0,0,0,0,0,0,0
2008,"Caleb Campbell","SS",7,218,"Small","Ind",32,3,74,229,4.57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,92,253,5.5,0,6,55,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Calais Campbell","DE",2,50,"Miami (FL)","ACC",36,3,80,290,5.04,16,111,4.69,7.45,29.5,0,0,0,0,0,0,0,0,0,0,0,0,83,46,129,39,19.5,1,1,0,7,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,"John Carlson","TE",2,38,"Notre Dame","Ind",47,4,77,251,4.88,20,113,4.28,7.12,30.5,0,0,0,0,0,0,0,0,0,100,1093,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0
2008,"Art Carmody","K",0,0,"Louisville","Big East",49,4,69,177,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,99.2,73,82.2,0,0
2008,"Antoine Cason","CB",1,27,"Arizona","Pac-10",46,4,72,191,4.45,20,128,4.08,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,143,40,183,8.5,1,15,349,3,0,0,0,0,0,0,0,0,27,271,2,0,0,0,0,0,0
2008,"Simeon Castille","FS",0,0,"Alabama","SEC",48,4,72,195,4.63,0,119,4.36,7.07,31.5,0,0,0,0,0,0,0,0,0,0,0,0,103,59,162,14,4.5,12,105,1,0,0,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0
2008,"Jehuu Caulcrick","FB",0,0,"Michigan State","Big Ten",46,4,72,254,4.69,16,109,4.72,7.4,33,0,0,0,0,0,0,532,2395,39,27,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jamaal Charles","RB",3,73,"Texas","Big 12",38,3,71,200,4.38,0,122,4.22,6.8,30.5,0,0,0,0,0,0,533,3328,36,49,539,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Gosder Cherilus","OT",1,17,"Boston College","ACC",0,0,78,314,5.14,24,102,4.82,7.6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Tashard Choice","RB",4,122,"Georgia Tech","ACC",46,4,70,215,4.48,20,119,0,6.88,34,0,0,0,0,0,0,675,3365,28,40,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Ryan Clady","OT",1,12,"Boise State","WAC",0,0,78,309,5.18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Joe Clermond","DE",0,0,"Pittsburgh","Big East",34,3,74,249,5.15,20,107,4.73,7.61,25.5,0,0,0,0,0,0,0,0,0,0,0,0,68,46,114,33.5,17,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Dan Connor","ILB",3,74,"Penn State","Big Ten",44,4,74,231,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,157,334,29.5,13,4,5,0,8,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Brad Cottam","TE",3,76,"Tennessee","SEC",42,4,79,270,4.63,24,0,0,0,33,0,0,0,0,0,0,0,0,0,21,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Oniel Cousins","OT",3,99,"Small","CUSA",0,0,76,308,5.11,23,107,4.8,7.9,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Shawn Crable","OLB",3,78,"Michigan","Big Ten",38,3,77,245,4.61,29,111,4.55,7.29,28,0,0,0,0,0,0,0,0,0,0,0,0,98,43,141,43.5,16.5,0,0,0,7,1,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Angelo Craig","OLB",7,244,"Cincinnati","Big East",34,3,76,252,5.07,21,118,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,43,35,78,17,7,0,0,0,4,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Kellen Davis","TE",5,158,"Michigan State","Big Ten",42,4,78,262,4.59,22,118,4.38,7.25,28,0,0,0,0,0,0,6,43,0,60,789,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Fred Davis","TE",2,48,"Southern California","Pac-10",48,4,75,255,4.68,24,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1408,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,"Bruce Davis","OLB",3,88,"UCLA","Pac-10",38,3,75,252,4.78,19,109,4.47,7.34,29,0,0,0,0,0,0,0,0,0,0,0,0,85,35,120,39,26.5,0,0,0,16,2,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Calvin Dawson","RB",0,0,"Small","Sun Belt",46,4,68,199,4.5,0,0,0,0,0,0,0,0,0,0,0,663,3378,30,72,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,478,0,0,0,0,0,0,0
2008,"Thomas DeCoud","FS",3,98,"California","Pac-10",34,3,73,207,4.5,0,122,4.27,6.85,35.5,0,0,0,0,0,0,0,0,0,0,0,0,115,73,188,5,1,1,0,0,3,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0
2008,"Quintin Demps","FS",4,117,"Small","CUSA",47,4,72,206,4.39,16,110,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,135,82,217,4.5,0,17,404,3,0,0,51,1,0,15,200,0,35,773,1,0,0,0,0,0,0
2008,"Johnny Dingle","DE",0,0,"West Virginia","Big East",37,3,73,265,4.95,23,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,27,79,28,14.5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Dennis Dixon","QB",5,156,"Oregon","Pac-10",40,4,75,195,4.58,0,0,0,0,0,695,444,5129,38,21,137.9,258,1208,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jordon Dizon","OLB",2,45,"Colorado","Big 12",38,3,72,229,4.71,0,118,4.35,7.01,30.5,0,0,0,0,0,0,0,0,0,0,0,0,220,129,349,28,11.5,2,79,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Glenn Dorsey","DT",1,5,"LSU","SEC",40,3,73,297,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,83,154,25,13,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Lionel Dotson","DT",7,245,"Arizona","Pac-10",33,3,76,296,5.38,0,99,4.75,7.62,25,0,0,0,0,0,0,0,0,0,0,0,0,61,41,102,11,7.5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Early Doucet","WR",3,81,"LSU","SEC",45,4,72,209,4.59,0,0,0,0,0,0,0,0,0,0,0,12,61,2,160,1943,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,13,220,0,0,0,0,0,0,0
2008,"Harry Douglas","WR",3,84,"Louisville","Big East",46,4,71,176,4.51,0,120,4.12,6.57,31,0,0,0,0,0,0,19,162,1,173,2924,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,18,354,0,0,0,0,0,0,0
2008,"Sedrick Ellis","DT",1,7,"Southern California","Pac-10",36,3,72,309,5.26,34,105,4.73,7.78,26.5,0,0,0,0,0,0,0,0,0,0,0,0,75,67,142,28,17.5,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Chris Ellis","DE",3,72,"Virginia Tech","ACC",39,3,76,263,4.71,0,109,4.65,7.64,27,0,0,0,0,0,0,0,0,0,0,0,0,58,74,132,28,19,2,34,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,"De'Cody Fagg","WR",0,0,"Florida State","ACC",39,4,73,211,4.61,0,0,0,0,0,0,0,0,0,0,0,0,10,0,132,1654,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Derek Fine","TE",4,132,"Small","Big 12",48,4,75,251,4.83,24,115,4.19,6.8,29,0,0,0,0,0,0,0,0,0,98,1009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0
2008,"Joe Jon Finley","TE",0,0,"Colorado","Big 12",51,4,78,254,4.85,22,0,0,0,0,0,0,0,0,0,0,0,0,0,62,775,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0
2008,"Jermichael Finley","TE",3,91,"Texas","Big 12",26,2,76,243,4.82,20,117,4.38,7.15,27.5,0,0,0,0,0,0,0,0,1,76,947,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Joe Flacco","QB",1,18,"Small","Big East",3,1,78,236,4.84,0,110,4.27,6.82,28.5,4,1,11,0,0,48.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Brandon Flowers","CB",2,35,"Virginia Tech","ACC",40,4,70,189,4.55,14,117,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,99,58,157,17,3.5,10,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Andre Fluellen","DT",3,87,"Florida State","ACC",36,3,74,296,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,75,17.5,5.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Matt Flynn","QB",7,209,"LSU","SEC",41,4,74,231,4.79,0,109,4.34,7.21,28,437,245,3096,31,13,133,128,340,5,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Wilrey Fontenot","CB",7,212,"Arizona","Pac-10",46,4,69,171,4.4,18,128,4.26,7.29,34,0,0,0,0,0,0,0,0,0,0,0,0,96,32,128,3,0,5,58,0,8,0,33,1,0,1,25,0,5,26,0,0,0,0,0,0,0
2008,"Justin Forsett","RB",7,233,"California","Pac-10",49,4,68,194,4.62,26,112,0,6.96,26.5,0,0,0,0,0,0,567,3220,26,41,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,162,0,0,0,0,0,0,0
2008,"Matt Forte","RB",2,44,"Small","CUSA",43,4,73,217,4.44,23,118,4.23,6.84,33,0,0,0,0,0,0,833,4265,39,103,985,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0
2008,"Will Franklin","WR",4,105,"Missouri","Big 12",44,4,72,214,4.37,0,0,0,0,34.5,0,0,0,0,0,0,9,11,0,143,2125,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,"Curtis Gatewood","OLB",0,0,"Vanderbilt","SEC",35,3,74,248,4.72,22,111,4.22,6.9,28.5,0,0,0,0,0,0,0,0,0,0,0,0,69,32,101,17.5,10.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jeremy Geathers","DE",0,0,"Small","MWC",23,2,74,256,4.96,29,105,4.49,7.28,28,0,0,0,0,0,0,0,0,0,0,0,0,37,35,72,16,11,0,0,0,1,1,67,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Vernon Gholston","DE",1,6,"Ohio State","Big Ten",31,3,75,266,4.65,37,125,4.4,7.12,35.5,0,0,0,0,0,0,0,0,0,0,0,0,47,40,87,30.5,22.5,1,8,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Breno Giacomini","OT",5,150,"Louisville","Big East",0,0,79,303,5.2,23,108,4.63,7.56,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,"Wallace Gilberry","DE",0,0,"Alabama","SEC",38,3,74,268,4.98,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,73,160,46,15,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Charles Godfrey","CB",3,67,"Iowa","Big Ten",36,3,72,207,4.43,14,121,4.4,7.28,32.5,0,0,0,0,0,0,0,0,0,0,0,0,130,53,183,3.5,0,7,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jonathan Goff","ILB",5,165,"Vanderbilt","SEC",35,3,74,245,4.63,28,118,4.26,6.86,31.5,0,0,0,0,0,0,0,0,0,0,0,0,171,98,269,15.5,6.5,3,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Tavares Gooden","ILB",3,71,"Miami (FL)","ACC",35,4,73,234,4.62,22,118,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,84,54,138,5.5,0,1,35,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Michael Grant","CB",0,0,"Arkansas","SEC",44,4,70,186,4.37,14,116,4.1,7.08,30.5,0,0,0,0,0,0,0,0,0,0,0,0,82,31,113,3,1,9,15,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0
2008,"Larry Grant","OLB",7,214,"Ohio State","Big Ten",25,2,73,235,4.76,20,113,4.22,6.77,31.5,0,0,0,0,0,0,0,0,0,0,0,0,43,26,69,10,5.5,2,68,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0
