Year,Name,Position,Age,College,Conference,Games,Seasons,Height,Weight,40 Yard,Bench,Broad Jump,Shuttle,3 Cone,Vertical,Pass Att,Pass Completions,Pass Yds,Pass TD,Pass Int,Passer Rating,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo Tackles,Ast Tackles,Total Tackles,Tackles for Loss,Sacks,Int,Int Return Yards,Int TD,Pass Deflection,Fumble Recovery,Fumble Return Yards,Fumble TD,Forced Fumbles,PRs,PR Yds,PR TD,KRs,KR Yds,KR TD,XPA,XP%,FGA,FG%,Punts,Punt Avg
2008,Colby Gossett,G,22,USC,Sun Belt,41,4,77,311,5.2,32,103,4.83,7.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Davon Grayson,WR,22,Central Florida,American,37,4,73,199,4.51,19,124,4.27,6.88,34.5,0,0,0,0,0,0,6,40,0,135,1767,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,0,0,0
2008,Rasheem Green,DE,21,LSU,Pac-12,32,3,77,275,4.73,23,118,4.39,7.24,32.5,0,0,0,0,0,0,0,0,0,0,0,0,48,67,115,20,16.5,0,0,0,8,1,31,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Shaquem Griffin,OLB,23,Penn St.,American,40,5,73,227,4.38,20,117,4.22,7.09,32,0,0,0,0,0,0,0,0,0,0,0,0,122,73,195,33.5,18.5,3,22,0,16,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2008,Derrius Guice,RB,21,Penn St.,SEC,35,3,70,224,4.49,15,122,4.26,7.07,31.5,0,0,0,0,0,0,471,3074,29,32,250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,695,0,0,0,0,0,0,0
2008,Grant Haley,CB,22,Alabama,Big Ten,47,4,69,190,4.44,15,119,3.94,6.51,34,0,0,0,0,0,0,0,0,0,0,0,0,89,50,139,6.5,2,5,76,1,22,1,0,0,1,0,0,0,32,659,0,0,0,0,0,0,0
2008,Daesean Hamilton,WR,22,Alabama,Big Ten,51,4,73,203,4.54,18,118,4.15,6.84,34.5,0,0,0,0,0,0,10,22,0,214,2842,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,Shaun dion Hamilton,ILB,22,Illinois St.,SEC,33,4,72,228,4.67,20,111,4.33,7.17,33,0,0,0,0,0,0,0,0,0,0,0,0,65,69,134,16,4.5,2,40,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,Marcell Harris,S,21,Alabama,SEC,27,3,72,208,4.4,16,126,4.07,6.59,39,0,0,0,0,0,0,0,0,0,0,0,0,59,43,102,4,1,2,25,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Ronnie Harrison,S,21,Clemson,SEC,42,3,75,214,4.63,23,120,4.51,6.96,34,0,0,0,0,0,0,0,0,0,0,0,0,110,64,174,7,3.5,7,112,1,17,2,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0
2008,Marquis Haynes,EDGE,22,Louisville,SEC,48,4,75,235,4.67,23,123,4.45,7.14,32,0,0,0,0,0,0,0,0,0,0,0,0,102,70,172,47.5,32,1,17,0,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2008,Taylor Hearn,G,22,Pittsburgh,ACC,41,4,76,320,5.45,18,96,4.8,7.84,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,James Hearns,EDGE,22,Texas A&M,ACC,33,4,75,239,4.89,22,119,4.46,7.16,30,0,0,0,0,0,0,0,0,0,0,0,0,69,32,101,28,17.5,0,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2008,Quadree Henderson,WR,21,Texas-El Paso,ACC,31,3,68,192,4.5,12,120,4.28,6.89,32.5,0,0,0,0,0,0,98,887,5,45,473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,495,3,73,1942,4,0,0,0,0,0,0
2008,Zaycoven Henderson,DT,22,Miami,SEC,42,4,72,298,5.16,20,105,4.58,7.33,29.5,0,0,0,0,0,0,0,0,0,0,0,0,51,65,116,21.5,8.5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Will Hernandez,G,22,TCU,0,41,4,74,327,5.15,37,104,4.7,7.59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kyle Hicks,RB,22,Texas,Big 12,47,4,70,204,4.63,13,122,4.26,6.89,36.5,0,0,0,0,0,0,444,2101,19,102,930,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0
2008,B.J. Hill,DT,22,North Carolina St.,ACC,48,4,76,311,4.99,35,101,4.53,7.28,26.5,0,0,0,0,0,0,0,0,0,0,0,0,76,107,183,23.5,8,1,0,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,Holton Hill,CB,21,Auburn,Big 12,25,3,75,200,4.49,14,120,4.15,6.83,31,0,0,0,0,0,0,0,0,0,0,0,0,92,30,122,1,0,3,117,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Nyheim Hines,RB,21,Ohio St.,ACC,38,3,68,198,4.38,16,119,4.35,7.18,35.5,0,0,0,0,0,0,258,1400,13,89,933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,135,1,88,2171,2,0,0,0,0,0,0
2008,Jeff Holland,EDGE,21,Ohio St.,SEC,32,3,74,249,4.79,23,116,4.5,7.05,34,0,0,0,0,0,0,0,0,0,0,0,0,43,28,71,18,12.5,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2008,Jalyn Holmes,DE,22,Central Florida,Big Ten,36,4,77,283,4.82,25,113,4.54,7.19,32,0,0,0,0,0,0,0,0,0,0,0,0,41,44,85,15,5,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Sam Hubbard,DE,21,South Carolina,Big Ten,39,3,77,270,4.95,22,116,4.32,6.84,35,0,0,0,0,0,0,0,0,0,0,0,0,64,52,116,30,17,1,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Mike Hughes,CB,20,Michigan,American,23,2,71,191,4.53,20,127,4.13,6.7,35.5,0,0,0,0,0,0,0,0,0,0,0,0,37,12,49,0.5,0,4,92,1,11,0,0,0,1,14,233,1,20,635,2,0,0,0,0,0,0
2008,Hayden Hurst,TE,24,Northwestern,SEC,31,3,76,250,4.67,26,120,4.37,7.19,31.5,0,0,0,0,0,0,11,39,1,100,1281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Godwin Igwebuike,S,22,Western Kentucky,Big Ten,50,4,72,205,4.44,19,128,4.12,6.56,35.5,0,0,0,0,0,0,0,0,0,0,0,0,214,110,324,12.5,0,7,32,0,23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,Ryan Izzo,TE,22,LSU,ACC,29,4,77,256,4.94,18,110,4.43,7.15,33,0,0,0,0,0,0,0,0,0,54,761,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Donte Jackson,CB,21,Iowa,SEC,35,3,71,175,4.32,7,124,4,6.89,37,0,0,0,0,0,0,0,0,0,0,0,0,82,28,110,4,1,4,40,0,19,1,0,0,1,4,6,0,15,328,0,0,0,0,0,0,0
2008,J.C. Jackson,CB,20,Northwestern,Big Ten,24,2,71,193,4.46,14,120,3.97,6.52,35.5,0,0,0,0,0,0,0,0,0,0,0,0,62,18,80,1.5,0,4,10,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Josh Jackson,CB,21,Louisville,Big Ten,29,3,73,192,4.56,18,123,4.03,6.86,38,0,0,0,0,0,0,0,0,0,0,0,0,52,14,66,1.5,0,8,168,2,24,0,0,0,1,0,0,0,5,36,0,0,0,0,0,0,0
2008,Justin Jackson,RB,22,Wisconsin,Big Ten,51,4,72,199,4.52,13,122,4.07,6.81,38.5,0,0,0,0,0,0,1142,5440,41,122,858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Lamar Jackson,QB,21,Florida St.,ACC,38,3,74,216,4.4,24,116,4,6.74,31.5,1086,619,9043,69,27,142.9,655,4132,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Leon Jacobs,EDGE,23,Middle Tennessee St.,Big Ten,43,5,75,246,4.48,26,122,4.44,7.14,34.5,0,0,0,0,0,0,0,0,0,0,0,0,86,56,142,16,6.5,3,30,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Natrell Jamerson,S,22,Texas,Big Ten,36,4,72,198,4.4,25,120,4,6.61,35.5,0,0,0,0,0,0,0,0,0,0,0,0,61,27,88,5,1.5,2,40,1,14,0,0,0,0,0,0,0,38,784,1,0,0,0,0,0,0
2008,Derwin James,S,21,Iowa,ACC,26,3,75,215,4.47,21,132,4.19,6.99,40,0,0,0,0,0,0,0,0,0,0,0,0,110,76,186,15,5.5,3,41,1,15,2,0,0,2,1,-2,0,6,170,0,0,0,0,0,0,0
2008,Malik Jefferson,OLB,21,Auburn,Big 12,34,3,75,236,4.52,27,125,4.29,6.84,36,0,0,0,0,0,0,0,0,0,0,0,0,160,71,231,26,13,0,0,0,5,1,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,Josey Jewell,ILB,22,Weber St.,Big Ten,49,4,73,234,4.82,18,117,4.27,6.8,33,0,0,0,0,0,0,0,0,0,0,0,0,211,222,433,28,10,6,100,1,26,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kerryon Johnson,RB,21,Ohio St.,SEC,36,3,71,213,4.54,11,126,4.29,7.07,40,0,0,0,0,0,0,519,2494,32,55,478,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,653,0,0,0,0,0,0,0
2008,Chris Jones,CB,22,USC,Big Ten,34,4,72,195,4.57,14,111,4.27,6.97,35.5,0,0,0,0,0,0,0,0,0,0,0,0,65,11,76,5,2,5,60,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Jamarco Jones,OT,22,Arizona State,Big Ten,41,4,76,299,5.5,24,102,4.99,8.32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Justin Jones,DT,21,Pittsburgh,ACC,34,3,74,309,5.09,24,104,4.74,7.82,29,0,0,0,0,0,0,0,0,0,0,0,0,56,52,108,22.5,8.5,0,0,0,1,2,0,0,1,0,0,0,1,22,0,0,0,0,0,0,0
2008,Ronald Jones,RB,21,Dubuque,Pac-12,40,3,71,205,4.65,20,122,4.32,6.95,36.5,0,0,0,0,0,0,591,3619,39,32,302,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Sam Jones,G,22,Stanford,0,41,4,77,305,5.32,28,101,4.86,7.92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Jaryd Jones-Smith,OT,22,Nebraska,0,41,4,78,317,5.22,16,109,4.94,8.1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Peter Kalambayi,EDGE,22,San Diego St.,Pac-12,53,4,75,252,4.57,19,121,4.36,7.13,34,0,0,0,0,0,0,0,0,0,0,0,0,116,73,189,27,18.5,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Joshua Kalu,S,22,LSU,Big Ten,46,4,73,195,4.58,17,134,4.33,7,41.5,0,0,0,0,0,0,0,0,0,0,0,0,153,62,215,9,2,7,78,1,27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,John Kelly,RB,21,South Carolina,SEC,29,3,70,216,4.5,15,120,4.51,7.13,35,0,0,0,0,0,0,327,1573,15,43,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kameron Kelly,S,22,Texas A&M,MWC,45,4,74,200,4.66,9,120,4.28,6.94,33,0,0,0,0,0,0,0,0,0,0,0,0,110,54,164,8,2,9,122,0,15,0,0,0,2,0,0,0,6,145,0,0,0,0,0,0,0
2008,Arden Key,EDGE,21,Virginia,SEC,31,3,78,238,4.89,24,117,4.25,7.16,31,0,0,0,0,0,0,0,0,0,0,0,0,58,71,129,24.5,20,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Jamarcus King,CB,20,Oklahoma St.,SEC,26,2,73,186,4.7,10,118,4.4,7.14,32.5,0,0,0,0,0,0,0,0,0,0,0,0,86,11,97,4,1,5,0,0,21,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
2008,Christian Kirk,WR,21,Boston College,SEC,39,3,70,201,4.47,20,115,4.45,7.09,35.5,0,0,0,0,0,0,23,120,0,234,2856,26,0,0,0,0,0,0,0,0,0,0,0,0,0,37,814,6,48,1048,1,0,0,0,0,0,0
2008,Micah Kiser,ILB,22,UCLA,ACC,47,4,74,238,4.66,21,121,4.24,7.05,35.5,0,0,0,0,0,0,0,0,0,0,0,0,189,219,408,33.5,19,1,7,0,12,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2008,Chris Lacy,WR,22,Richmond,Big 12,32,4,75,205,4.51,11,120,4.28,6.98,33.5,0,0,0,0,0,0,1,26,0,63,920,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,97,0,0,0,0,0,0,0
2008,Harold Landry,EDGE,22,Iowa St.,ACC,38,4,75,252,4.64,24,119,4.19,6.88,36,0,0,0,0,0,0,0,0,0,0,0,0,100,58,158,48,25,1,20,0,6,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2008,Jordan Lasley,WR,21,Nebraska,Pac-12,23,3,73,203,4.5,8,112,4.19,6.83,34.5,0,0,0,0,0,0,4,-6,0,113,1901,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,58,0,0,0,0,0,0,0
2008,Allen Lazard,WR,22,Florida St.,Big 12,48,4,77,227,4.55,17,122,4.38,7.07,38,0,0,0,0,0,0,0,0,0,241,3360,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,213,0,0,0,0,0,0,0
2008,Tanner Lee,QB,21,Ohio St.,Big Ten,31,3,76,218,4.98,20,115,4.41,7,32,428,246,3143,23,16,129.4,30,-97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Rick Leonard,OT,22,California,ACC,41,4,79,311,5.16,19,114,4.5,7.45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Tyquan Lewis,EDGE,22,Utah,Big Ten,44,4,75,265,4.67,28,122,4.4,6.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,63,49,112,37,23.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2008,Chase Litton,QB,21,Pittsburgh,CUSA,34,3,77,230,4.9,29,106,4.53,7.49,29.5,1198,728,8335,72,31,133.9,117,-77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,James Looney,DE,22,Washington St.,Pac-12,39,4,75,287,4.89,28,113,4.37,7.32,35.5,0,0,0,0,0,0,0,0,0,0,0,0,53,75,128,20,6.5,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Lowell Lotulelei,DT,22,LSU,Pac-12,41,4,74,315,5.4,28,97,4.9,8.26,33,0,0,0,0,0,0,0,0,0,0,0,0,53,50,103,21,10,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,Avonte Maddox,CB,22,Washington St.,ACC,43,4,69,180,4.39,13,125,4,6.51,37,0,0,0,0,0,0,0,0,0,0,0,0,136,47,183,13.5,7,8,63,2,34,1,0,0,3,9,49,0,19,437,1,0,0,0,0,0,0
2008,Cole Madison,OL,22,Washington St.,Pac-12,41,4,77,308,5.33,26,97,4.88,7.86,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,K.J. Malone,G,22,Oklahoma,0,41,4,76,303,5.34,15,103,4.9,7.92,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Hercules Mata'afa,EDGE,21,Michigan,Pac-12,34,3,73,254,4.76,26,108,4.37,7.24,31.5,0,0,0,0,0,0,0,0,0,0,0,0,83,38,121,45.5,21,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Baker Mayfield,QB,22,Miami,Big 12,48,4,73,215,4.84,29,111,4.28,7,29,1157,808,12292,119,21,189.4,316,893,18,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Ray-ray McCloud,WR,21,Florida St.,ACC,39,3,69,190,4.53,13,113,4.18,6.75,34.5,0,0,0,0,0,0,18,106,0,127,1226,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,235,0,50,485,1,0,0,0,0,0,0
2008,Mike McCray,ILB,21,Notre Dame,Big Ten,29,3,76,243,4.76,16,119,4.25,7.09,31.5,0,0,0,0,0,0,0,0,0,0,0,0,96,58,154,30.5,9,2,36,1,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kc McDermott,G,22,Miami,0,41,4,78,311,5.35,26,97,4.82,7.72,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Tarvarus McFadden,CB,21,Tennessee,ACC,28,3,74,198,4.67,14,121,4.32,7.04,38.5,0,0,0,0,0,0,0,0,0,0,0,0,41,12,53,3,0,8,16,0,16,0,0,0,0,1,26,0,12,42,0,0,0,0,0,0,0
2008,Mike McGlinchey,OT,22,Stanford,Ind,41,4,80,309,5.27,24,105,4.7,7.69,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Quenton Meeks,DB,21,USC,Pac-12,36,3,74,205,4.49,11,128,4.23,6.72,39,0,0,0,0,0,0,0,0,0,0,0,0,78,37,115,2,0,7,144,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Sony Michel,RB,22,Maryland,SEC,47,4,71,214,4.54,22,121,4.21,6.78,34,0,0,0,0,0,0,590,3613,33,64,621,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0,0,0,0
2008,Anthony Miller,WR,21,Missouri,American,38,3,71,201,4.49,22,119,4.23,7.06,40.5,0,0,0,0,0,0,31,148,3,238,3590,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,136,0,20,136,0,0,0,0,0,0,0
2008,Kolton Miller,OT,22,Boston College,Pac-12,41,4,81,309,4.95,24,121,4.49,7.34,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Steven Mitchell,WR,22,South Carolina,Pac-12,35,4,70,189,4.56,13,121,4.4,6.75,32.5,0,0,0,0,0,0,3,7,0,109,1287,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,91,0,0,0,0,0,0,0
2008,D.J. Moore,WR,21,Oregon St.,Big Ten,36,3,72,210,4.42,15,132,4.07,6.95,39.5,0,0,0,0,0,0,17,125,1,146,2027,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,334,0,15,153,0,0,0,0,0,0,0
2008,Kamrin Moore,CB,22,Wisconsin,ACC,39,4,71,200,4.56,12,109,4.46,7.05,36,0,0,0,0,0,0,0,0,0,0,0,0,100,42,142,7,1,2,-1,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Skai Moore,OLB,22,Notre Dame,SEC,50,4,74,226,4.73,18,117,4.28,7.12,36,0,0,0,0,0,0,0,0,0,0,0,0,212,139,351,20,5,14,174,1,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Ryan Nall,RB,21,Delaware,Pac-12,30,3,74,232,4.58,15,122,4.16,6.95,33,0,0,0,0,0,0,385,2216,24,56,563,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Nick Nelson,CB,21,Florida St.,Big Ten,35,3,71,208,4.52,17,123,4.13,6.91,34.5,0,0,0,0,0,0,0,0,0,0,0,0,26,9,35,1,0,0,0,0,21,0,0,0,0,0,0,0,24,206,1,0,0,0,0,0,0
2008,Quenton Nelson,G,22,Miami,Ind,41,4,77,325,5.19,35,105,4.62,7.65,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Parry Nickerson,CB,23,USC,American,46,5,72,180,4.32,15,123,3.94,6.61,35,0,0,0,0,0,0,0,0,0,0,0,0,154,34,188,8,0,16,203,1,31,4,48,1,3,0,0,0,2,-11,0,0,0,0,0,0,0
2008,Derrick Nnadi,DT,22,Clemson,ACC,44,4,73,317,5.38,25,96,5.02,8.15,27,0,0,0,0,0,0,0,0,0,0,0,0,75,90,165,24.5,12,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Kendrick Norton,DT,21,Pittsburgh,ACC,34,3,75,314,5.25,30,106,4.65,7.92,30.5,0,0,0,0,0,0,0,0,0,0,0,0,45,39,84,18,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Joseph Noteboom,OT,22,Western Michigan,Big 12,41,4,77,309,4.96,27,102,4.44,7.65,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Uchenna Nwosu,EDGE,22,Oklahoma,Pac-12,44,4,75,251,4.65,20,119,4.26,7.04,32,0,0,0,0,0,0,0,0,0,0,0,0,94,75,169,20.5,12.5,1,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Dorian O'daniel,OLB,22,Colorado,ACC,50,4,73,223,4.61,21,119,4.07,6.64,32,0,0,0,0,0,0,0,0,0,0,0,0,129,76,205,28,8.5,3,67,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Brian O'neill,OT,22,North Carolina A&T,ACC,41,4,79,297,4.82,22,107,4.5,7.14,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Chukwuma Okorafor,OT,22,Stony Brook,MAC,41,4,78,320,5.31,19,102,4.8,7.87,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Ogbonnia Okoronkwo,EDGE,22,Alabama,Big 12,35,4,73,253,4.77,27,121,4.46,7.07,38,0,0,0,0,0,0,0,0,0,0,0,0,105,57,162,33,20,0,0,0,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2008,Isaiah Oliver,CB,21,San Diego St.,Pac-12,31,3,73,190,4.5,9,130,4.32,7.07,36,0,0,0,0,0,0,0,0,0,0,0,0,61,21,82,0,0,3,41,0,25,0,0,0,1,0,0,0,20,174,1,0,0,0,0,0,0
2008,Daron Payne,DT,21,Western Michigan,SEC,35,3,74,311,4.95,27,107,4.71,7.58,28.5,0,0,0,0,0,0,0,0,0,0,0,0,39,63,102,5,3,1,21,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Rashaad Penny,RB,22,Stanford,MWC,51,4,71,220,4.46,13,120,4.19,6.81,32.5,0,0,0,0,0,0,488,3656,38,42,479,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,1,81,2449,7,0,0,0,0,0,0
2008,Kamryn Pettway,RB,21,Idaho St.,SEC,16,3,72,233,4.74,22,116,4.43,7.53,33.5,0,0,0,0,0,0,285,1529,13,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
2008,Cam Phillips,WR,22,Florida,ACC,49,4,72,201,4.79,14,120,4.41,7.25,31.5,0,0,0,0,0,0,37,239,0,236,3027,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0
2008,Darius Phillips,CB,22,Ohio St.,MAC,51,4,70,190,4.54,8,115,4.09,6.95,31,0,0,0,0,0,0,0,0,0,0,0,0,89,38,127,13,2,12,376,5,35,3,0,1,4,32,327,1,130,3193,5,0,0,0,0,0,0
2008,Harrison Phillips,DT,22,Kansas St.,Pac-12,31,4,76,307,5.21,42,103,4.5,7.28,32,0,0,0,0,0,0,0,0,0,0,0,0,62,91,153,29,16.5,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Skyler Phillips,G,22,UCLA,SEC,41,4,75,318,5.1,32,104,4.69,7.95,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Eddy Pineiro,K,20,SMU,Big Ten,24,2,72,185,4.64,17,105,4.4,7.18,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,96.6,43,88.4,0,0
2008,Billy Price,C,22,Arkansas,Big 12,41,4,76,305,5.27,21,96,4.51,7.58,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Byron Pringle,WR,20,Mississippi St.,ACC,25,2,73,203,4.46,15,120,4.4,6.87,33.5,0,0,0,0,0,0,4,27,0,69,1355,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,118,0,39,1076,2,0,0,0,0,0,0
2008,Jacob Pugh,OLB,22,Indiana (PA),Pac-12,36,4,76,246,4.65,24,122,4.34,6.9,38.5,0,0,0,0,0,0,0,0,0,0,0,0,65,43,108,12,7.5,2,5,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Scott Quessenberry,C,22,Kansas St.,American,41,4,76,310,5.09,25,111,4.69,7.5,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
