"Year","Name","Position","Age","Round","Pick","College","Conference","Games","Seasons","Height","Weight","X40.Yard","Bench","Broad.Jump","Shuttle","X3.Cone","Vertical","Pass.Att","Pass.Completions","Pass.Yds","Pass.TD","Pass.Int","Passer.Rating","Rush.Att","Rush.Yds","Rush.TD","Rec","Rec.Yds","Rec.TD","Solo.Tackles","Ast.Tackles","Total.Tackles","Tackles.for.Loss","Sacks","Int","Int.Return.Yards","Int.TD","Pass.Deflection","Fumble.Recovery","Fumble.Return.Yards","Fumble.TD","Forced.Fumbles","PRs","PR.Yds","PR.TD","KRs","KR.Yds","KR.TD","XPA","XP.","FGA","FG.","Punts","Punt.Avg"
2014,"C.J. Mosley","LB",22,1,17,"Alabama","SEC",51,4,74,234,4.65,0,118,4.4,7.3,35,0,0,0,0,0,0,0,0,0,0,0,0,175,142,317,23,6.5,5,93,3,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Calvin Pryor","DB",22,1,18,"Louisville","American",36,3,71,207,4.58,18,116,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,135,80,215,8.5,2,7,61,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Ja'Wuan James","T",22,1,19,"Tennessee","SEC",41,4,78,311,5.26,22,103,4.56,7.42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Brandin Cooks","WR",21,1,20,"Oregon St.","Pac-12",38,3,70,189,4.33,16,120,3.81,6.76,36,0,0,0,0,0,0,61,340,2,226,3272,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,179,0,12,72,0,0,0,0,0,0,0
2014,"Ha Ha Clinton-Dix","DB",21,1,21,"Alabama","SEC",27,2,73,208,4.58,11,119,4.16,7.16,33,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,5,91,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Johnny Manziel","QB",21,1,22,"Texas A&M","SEC",26,2,72,207,4.68,0,113,4.03,6.75,31.5,863,595,7820,63,22,164.1,345,2169,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Dee Ford","LB",23,1,23,"Auburn","SEC",41,4,74,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,33,93,27.5,20.5,1,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Darqueze Dennard","DB",22,1,24,"Michigan St.","Big Ten",43,4,71,199,4.52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,61,165,10,1,10,125,1,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jason Verrett","DB",23,1,25,"TCU","Big 12",37,3,69,189,4.38,0,128,4,6.69,39,0,0,0,0,0,0,0,0,0,0,0,0,117,43,160,9,1,9,35,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Marcus Smith","LB",22,1,26,"Louisville","American",36,3,75,251,4.66,23,121,4.47,7.48,35,0,0,0,0,0,0,0,0,0,0,0,0,57,25,82,32.5,25.5,1,0,0,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Kelvin Benjamin","WR",23,1,28,"Florida St.","ACC",28,2,77,240,4.61,13,119,4.39,7.33,32.5,0,0,0,0,0,0,2,33,0,84,1506,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Dominique Easley","DT",22,1,29,"Florida","SEC",20,3,74,288,4.93,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,72,18,5.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,"Jimmie Ward","DB",23,1,30,"Northern Illinois","MAC",54,4,71,193,4.59,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,129,318,6,2,11,142,1,14,1,0,0,3,0,0,0,3,46,1,0,0,0,0,0,0
2014,"Bradley Roby","DB",22,1,31,"Ohio St.","Big Ten",36,3,71,194,4.39,17,124,4.04,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,132,46,178,7.5,1,8,226,2,19,0,1,1,1,3,37,2,4,61,0,0,0,0,0,0,0
2014,"Teddy Bridgewater","QB",21,1,32,"Louisville","American",39,3,74,214,0,0,113,4.2,7.17,30,1142,781,9817,72,24,157.2,226,170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Xavier Su'a-Filo","G",23,2,33,"UCLA","0",41,4,76,307,5.04,25,102,4.44,7.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Demarcus Lawrence","DE",22,2,34,"Boise St.","MWC",23,2,75,251,4.8,20,113,4.31,7.46,34.5,0,0,0,0,0,0,0,0,0,0,0,0,63,57,120,34,20,1,8,0,1,0,25,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Joel Bitonio","G",22,2,35,"Nevada","MWC",41,4,76,302,4.92,22,114,4.44,7.37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Derek Carr","QB",23,2,36,"Fresno St.","MWC",44,4,74,214,4.69,0,110,4.2,0,34.5,1630,1087,12843,113,24,152.8,164,190,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Ra'Shede Hageman","DT",24,2,37,"Minnesota","Big Ten",33,3,78,310,4.92,32,114,4.5,7.87,35.5,0,0,0,0,0,0,0,0,0,0,0,0,57,34,91,24,10,1,7,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Austin Seferian-Jenkins","TE",22,2,38,"Washington","Pac-12",38,3,77,262,4.75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1840,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Marqise Lee","WR",22,2,39,"USC","Pac-12",36,3,72,192,4.52,0,127,4.01,0,38,0,0,0,0,0,0,24,146,0,248,3655,29,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,0,50,1305,2,0,0,0,0,0,0
2014,"Kyle Van Noy","LB",23,2,40,"BYU","Ind",52,4,75,243,4.71,21,112,4.2,7.22,32.5,0,0,0,0,0,0,0,0,0,0,0,0,157,69,226,61.5,25,7,122,2,11,4,53,3,5,0,0,0,2,39,0,0,0,0,0,0,0
2014,"Lamarcus Joyner","DB",23,2,41,"Florida St.","ACC",55,4,68,184,4.55,14,124,4.4,7.26,37.5,0,0,0,0,0,0,0,0,0,0,0,0,128,69,197,10.5,6.5,8,80,0,10,0,0,0,3,0,0,0,52,1260,0,0,0,0,0,0,0
2014,"Jordan Matthews","WR",22,2,42,"Vanderbilt","SEC",51,4,75,212,4.46,21,120,4.18,6.95,35.5,0,0,0,0,0,0,9,115,1,262,3759,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,6,53,0,0,0,0,0,0,0
2014,"Weston Richburg","OL",22,2,43,"Colorado St.","MWC",0,0,75,298,5.1,25,106,4.63,7.93,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Cyrus Kouandjio","T",21,2,44,"Alabama","0",41,4,79,322,5.59,21,96,4.84,7.71,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Paul Richardson","WR",22,2,45,"Colorado","Pac-12",33,3,72,175,4.4,0,124,0,7.09,38,0,0,0,0,0,0,9,38,0,156,2412,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2014,"Stephon Tuitt","DE",21,2,46,"Notre Dame","Ind",22,2,77,304,4.92,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,67,126,25,21.5,1,0,1,4,1,77,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Trent Murphy","LB",23,2,47,"Stanford","Pac-12",43,4,77,250,4.86,19,118,4.2,6.78,35.5,0,0,0,0,0,0,0,0,0,0,0,0,102,58,160,52.5,32.5,2,70,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Timmy Jernigan","DT",22,2,48,"Florida St.","ACC",27,2,74,299,5.06,27,102,4.83,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,73,65,138,25,8.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jace Amaro","TE",22,2,49,"Texas Tech","Big 12",32,3,77,265,4.74,28,118,4.3,7.42,33,0,0,0,0,0,0,0,0,0,138,1818,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jeremiah Attaochu","LB",21,2,50,"Georgia Tech","ACC",36,3,75,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,62,196,43.5,31.5,1,5,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Ego Ferguson","DT",23,2,51,"LSU","SEC",25,2,75,315,4.98,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,85,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Troy Niklas","TE",22,2,52,"Notre Dame","Ind",38,3,78,270,4.84,27,114,4.55,7.57,32,0,0,0,0,0,0,0,0,0,37,573,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Davante Adams","WR",21,2,53,"Fresno St.","MWC",26,2,73,212,4.56,14,123,4.3,6.82,39.5,0,0,0,0,0,0,0,0,0,233,3031,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0
2014,"Bishop Sankey","RB",22,2,54,"Washington","Pac-12",38,3,69,209,4.49,26,126,4,6.75,35.5,0,0,0,0,0,0,644,3496,37,67,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,134,0,0,0,0,0,0,0
2014,"Jeremy Hill","RB",21,2,55,"LSU","SEC",24,2,73,233,4.56,20,113,0,0,29,0,0,0,0,0,0,345,2156,28,26,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Cody Latimer","WR",22,2,56,"Indiana","Big Ten",32,3,74,215,4.52,23,0,0,0,0,0,0,0,0,0,0,2,3,0,135,2042,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Carlos Hyde","RB",24,2,57,"Ohio St.","Big Ten",41,4,72,230,4.62,19,114,0,0,34.5,0,0,0,0,0,0,523,3198,37,34,271,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0
2014,"Stanley Jean-Baptiste","DB",24,2,58,"Nebraska","Big Ten",35,3,75,218,4.61,13,128,4.33,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,50,24,74,3,1,7,182,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jack Mewhort","T",23,2,59,"Ohio St.","0",41,4,78,309,5.37,28,101,4.64,7.79,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Kony Ealy","DE",22,2,60,"Missouri","SEC",27,2,76,273,4.92,22,114,4.45,6.83,31,0,0,0,0,0,0,0,0,0,0,0,0,56,40,96,28,13.5,1,49,1,13,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Allen Robinson","WR",21,2,61,"Penn St.","Big Ten",35,3,75,220,4.6,0,127,4,7,39,0,0,0,0,0,0,6,36,0,177,2479,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jarvis Landry","WR",21,2,63,"LSU","SEC",40,3,71,205,4.65,12,110,0,0,28.5,0,0,0,0,0,0,0,0,0,137,1809,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,5,87,0,0,0,0,0,0,0
2014,"Justin Britt","T",23,2,64,"Missouri","SEC",41,4,78,325,5.19,23,100,4.69,8.14,27.5,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"C.J. Fiedorowicz","TE",22,3,65,"Iowa","Big Ten",51,4,77,265,4.76,25,116,4.26,7.1,31.5,0,0,0,0,0,0,0,0,0,91,899,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2014,"Morgan Moses","OL",23,3,66,"Virginia","ACC",0,0,78,314,5.35,0,106,4.95,7.93,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Billy Turner","T",22,3,67,"North Dakota St.","0",41,4,77,315,5.16,25,108,4.71,7.92,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Dezmen Southward","DB",23,3,68,"Wisconsin","Big Ten",52,4,72,211,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,62,152,11.5,0,2,31,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Charles Sims","RB",24,3,69,"West Virginia","Big 12",48,4,72,214,4.48,17,126,4.3,7.16,37.5,0,0,0,0,0,0,208,1095,11,45,401,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0
2014,"Marcus Martin","C",20,3,70,"USC","Pac-12",41,4,75,320,5.38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Christian Kirksey","LB",22,3,71,"Iowa","Big Ten",49,4,74,233,4.72,16,122,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,151,164,315,13.5,5.5,4,91,2,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Scott Crichton","DE",22,3,72,"Oregon St.","Pac-12",25,2,75,273,4.84,24,108,4.29,7.19,31.5,0,0,0,0,0,0,0,0,0,0,0,0,100,65,165,51,23.5,0,0,0,9,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Preston Brown","LB",21,3,73,"Louisville","American",52,4,73,251,4.86,23,116,4.26,6.98,33,0,0,0,0,0,0,0,0,0,0,0,0,177,120,297,22,7.5,1,3,0,1,2,48,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jay Bromley","DT",22,3,74,"Syracuse","ACC",37,3,75,306,5.06,26,106,4.78,7.92,33.5,0,0,0,0,0,0,0,0,0,0,0,0,70,50,120,24.5,13,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Tre Mason","RB",21,3,75,"Auburn","SEC",38,3,68,207,4.5,0,126,4.15,0,38.5,0,0,0,0,0,0,516,2979,32,19,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1107,2,0,0,0,0,0,0
2014,"Travis Swanson","C",23,3,76,"Arkansas","SEC",41,4,77,312,5.28,20,95,4.65,7.73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Chris Borland","LB",23,3,77,"Wisconsin","Big Ten",41,4,71,248,4.83,27,114,4.27,7.18,31,0,0,0,0,0,0,0,0,0,0,0,0,233,187,420,50,17,3,41,0,13,2,0,0,9,1,25,0,8,115,0,0,0,0,0,0,0
2014,"Spencer Long","G",23,3,78,"Nebraska","Big Ten",41,4,77,320,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Terrence Brooks","DB",23,3,79,"Florida St.","ACC",49,4,71,198,4.42,10,119,0,7.35,38,0,0,0,0,0,0,0,0,0,0,0,0,88,38,126,9.5,1,5,28,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Dexter McDougle","DB",23,3,80,"Maryland","ACC",38,4,70,196,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,37,151,5.5,0,6,49,1,11,1,66,1,1,1,1,0,5,71,0,0,0,0,0,0,0
2014,"Gabe Jackson","G",23,3,81,"Mississippi St.","SEC",41,4,75,336,5.34,30,108,4.78,8.25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Will Sutton","DT",22,3,82,"Arizona St.","Pac-12",25,2,72,303,5.36,24,99,4.82,7.93,28.5,0,0,0,0,0,0,0,0,0,0,0,0,66,47,113,32,16.5,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Louis Nix","DT",23,3,83,"Notre Dame","Ind",21,2,74,331,5.32,0,97,4.94,8.29,25.5,0,0,0,0,0,0,0,0,0,0,0,0,43,79,122,14,2.5,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Kareem Martin","DE",22,3,84,"North Carolina","ACC",37,3,78,272,4.72,22,129,4.33,7.2,35.5,0,0,0,0,0,0,0,0,0,0,0,0,92,86,178,45.5,19.5,0,0,0,13,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Khyri Thornton","DT",24,3,85,"Southern Miss","CUSA",49,4,75,304,5.03,28,112,4.76,7.83,29,0,0,0,0,0,0,0,0,0,0,0,0,58,58,116,30,5.5,1,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Josh Huff","WR",22,3,86,"Oregon","Pac-12",49,4,71,206,4.51,14,116,0,0,35.5,0,0,0,0,0,0,18,242,2,144,2366,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,43,988,0,0,0,0,0,0,0
2014,"Phillip Gaines","DB",23,3,87,"Rice","CUSA",38,4,72,193,4.38,11,122,4.04,6.62,36.5,0,0,0,0,0,0,0,0,0,0,0,0,134,41,175,11,2,4,2,0,38,3,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Will Clarke","DE",23,3,88,"West Virginia","Big 12",25,2,78,271,4.77,22,112,4.57,7.26,32,0,0,0,0,0,0,0,0,0,0,0,0,68,42,110,28.5,9.5,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Chris Watt","G",24,3,89,"Notre Dame","Ind",41,4,75,310,5.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Donte Moncrief","WR",21,3,90,"Mississippi","SEC",38,3,74,221,4.4,13,132,4.3,7.02,39.5,0,0,0,0,0,0,0,0,0,156,2371,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Trai Turner","OL",21,3,92,"LSU","SEC",0,0,75,310,4.93,25,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Brandon Linder","OL",22,3,93,"Miami (FL)","ACC",0,0,78,311,5.35,30,100,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Michael Schofield","OL",23,3,95,"Michigan","Big Ten",0,0,78,301,5.01,0,93,4.57,7.62,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Dri Archer","WR",23,3,97,"Kent St.","MAC",47,4,68,173,4.26,20,122,4.06,6.86,38,0,0,0,0,0,0,325,2342,24,99,1194,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,51,1436,4,0,0,0,0,0,0
2014,"Richard Rodgers","TE",22,3,98,"California","Pac-12",35,3,76,257,4.87,16,116,4.47,7.23,31.5,0,0,0,0,0,0,7,9,0,59,896,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
2014,"Crockett Gillmore","TE",22,3,99,"Colorado St.","MWC",45,4,78,260,4.89,0,120,4.44,7.42,33.5,0,0,0,0,0,0,0,0,0,111,1308,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Brandon Thomas","OL",23,3,100,"Clemson","ACC",0,0,75,317,5.09,35,98,4.83,8.13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jaylen Watkins","DB",21,4,101,"Florida","SEC",48,4,71,194,4.41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,133,4,0,3,44,1,13,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0
2014,"Bashaud Breeland","DB",22,4,102,"Clemson","ACC",27,2,71,197,4.62,11,123,4.33,7.04,34.5,0,0,0,0,0,0,0,0,0,0,0,0,101,35,136,8.5,3,6,142,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Devonta Freeman","RB",22,4,103,"Florida St.","ACC",40,3,68,206,4.58,0,118,4.26,7.11,31.5,0,0,0,0,0,0,404,2255,30,47,475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Jalen Saunders","WR",22,4,104,"Oklahoma","Big 12",48,4,69,165,4.44,0,122,0,0,34,0,0,0,0,0,0,5,44,0,123,1558,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,396,3,1,55,0,0,0,0,0,0,0
