"Year","Name","Position","Age","Round","Pick","College","Conference","Games","Seasons","Height","Weight","X40.Yard","Bench","Broad.Jump","Shuttle","X3.Cone","Vertical","Pass.Att","Pass.Completions","Pass.Yds","Pass.TD","Pass.Int","Passer.Rating","Rush.Att","Rush.Yds","Rush.TD","Rec","Rec.Yds","Rec.TD","Solo.Tackles","Ast.Tackles","Total.Tackles","Tackles.for.Loss","Sacks","Int","Int.Return.Yards","Int.TD","Pass.Deflection","Fumble.Recovery","Fumble.Return.Yards","Fumble.TD","Forced.Fumbles","PRs","PR.Yds","PR.TD","KRs","KR.Yds","KR.TD","XPA","XP.","FGA","FG.","Punts","Punt.Avg"
2016,"Jacoby Brissett","QB",22,3,91,"North Carolina St.","ACC",39,4,76,231,4.94,0,113,4.53,7.17,31,765,458,5268,43,11,133.4,263,899,9,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Brandon Williams","CB",24,3,92,"Texas A&M","SEC",43,4,71,197,4.37,18,118,4.19,6.85,30.5,0,0,0,0,0,0,0,0,0,0,0,0,27,11,38,1,0,0,0,0,7,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0
2016,"Cody Kessler","QB",23,3,93,"USC","Pac-12",51,4,73,220,4.89,0,104,4,7.32,29.5,1261,851,10339,88,19,156.4,158,-425,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Nick Vannett","TE",23,3,94,"Ohio St.","Big Ten",37,4,78,257,4.76,17,111,4.2,7.05,30.5,0,0,0,0,0,0,1,-1,0,55,585,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Graham Glasgow","C",24,3,95,"Michigan","Big Ten",41,4,78,307,5.13,23,106,4.63,7.63,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Vincent Valentine","DT",22,3,96,"Nebraska","Big Ten",30,3,76,329,5.19,17,110,4.59,8.03,29,0,0,0,0,0,0,0,0,0,0,0,0,36,40,76,14.5,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Rees Odhiambo","G",24,3,97,"Boise St.","MWC",41,4,76,314,5.17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Justin Simmons","FS",22,3,98,"Boston Col.","ACC",45,4,74,202,4.61,16,126,3.85,6.58,40,0,0,0,0,0,0,0,0,0,0,0,0,165,64,229,4,1,8,50,0,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Joe Schobert","OLB",22,4,99,"Wisconsin","Big Ten",35,3,73,244,4.76,22,111,4.3,7.11,33.5,0,0,0,0,0,0,0,0,0,0,0,0,90,64,154,33.5,13,1,14,0,10,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Connor Cook","QB",23,4,100,"Michigan St.","Big Ten",43,4,76,217,4.79,0,113,4.28,7.21,33,1170,673,9194,71,22,139.8,176,209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Charles Tapper","DE",23,4,101,"Oklahoma","Big 12",39,3,75,271,4.59,23,119,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,66,69,135,24,13.5,0,0,0,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Joshua Perry","ILB",22,4,102,"Ohio St.","Big Ten",38,3,76,254,4.68,20,124,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,169,127,296,18,7.5,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Sheldon Day","DT",22,4,103,"Notre Dame","Ind",34,3,73,293,5.07,21,102,4.5,7.44,30,0,0,0,0,0,0,0,0,0,0,0,0,91,50,141,32,7.5,0,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Tavon Young","CB",22,4,104,"Temple","American",43,4,69,183,4.46,9,118,3.93,6.8,34.5,0,0,0,0,0,0,0,0,0,0,0,0,101,26,127,8,2.5,7,157,1,21,1,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Parker Ehinger","G",23,4,105,"Cincinnati","American",41,4,78,310,5.26,0,97,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Eric Murray","CB",22,4,106,"Minnesota","Big Ten",39,3,71,199,4.49,15,124,4.05,7.08,39.5,0,0,0,0,0,0,0,0,0,0,0,0,142,50,192,7,1,2,5,0,24,3,0,0,3,0,0,0,1,18,0,0,0,0,0,0,0
2016,"Chris Moore","WR",23,4,107,"Cincinnati","American",47,4,73,206,4.53,10,130,4.2,6.76,37,0,0,0,0,0,0,4,26,0,119,2301,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,226,0,0,0,0,0,0,0
2016,"B.J. Goodson","OLB",23,4,109,"Clemson","ACC",28,3,73,242,4.69,30,118,4.51,7.05,34.5,0,0,0,0,0,0,0,0,0,0,0,0,77,61,138,17.5,6.5,2,1,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Tyler Higbee","TE",23,4,110,"West. Kentucky","CUSA",31,4,78,249,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1054,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0
2016,"Malcolm Mitchell","WR",23,4,112,"Georgia","SEC",45,4,72,198,4.45,15,129,4.34,6.94,36,0,0,0,0,0,0,9,55,0,174,2350,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,0,17,364,0,0,0,0,0,0,0
2016,"Nick Kwiatkoski","ILB",23,4,113,"West Virginia","Big 12",35,3,74,243,4.73,19,120,4.22,7.16,32,0,0,0,0,0,0,0,0,0,0,0,0,200,95,295,28.5,6,6,13,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Ricardo Louis","WR",22,4,114,"Auburn","SEC",50,4,74,215,4.43,18,132,0,0,38,0,0,0,0,0,0,68,578,2,98,1338,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,230,0,0,0,0,0,0,0
2016,"De'Vondre Campbell","OLB",23,4,115,"Minnesota","Big Ten",36,3,76,232,4.58,16,116,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,127,79,206,16,6.5,2,27,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Hassan Ridgeway","DT",21,4,116,"Texas","Big 12",30,3,75,303,5.02,24,113,4.82,8.28,32,0,0,0,0,0,0,0,0,0,0,0,0,62,46,108,17.5,9.5,0,0,0,0,2,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Pharoh Cooper","WR",21,4,117,"South Carolina","SEC",34,3,71,203,4.52,15,115,0,0,31,0,0,0,0,0,0,71,513,4,138,2163,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,359,0,36,170,0,0,0,0,0,0,0
2016,"Juston Burris","CB",23,4,118,"North Carolina St.","ACC",37,3,72,212,4.53,19,122,4.4,7.1,36.5,0,0,0,0,0,0,0,0,0,0,0,0,89,32,121,5,0,3,6,0,18,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Tyler Ervin","RB",22,4,119,"San Jose St.","MWC",47,5,70,192,4.41,17,130,0,0,39,0,0,0,0,0,0,528,2803,19,87,783,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,186,2,101,2374,3,0,0,0,0,0,0
2016,"Willie Beavers","T",22,4,121,"West. Michigan","MAC",41,4,77,321,5.28,20,103,4.71,7.96,25.5,0,0,0,0,0,0,0,0,0,1,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Andrew Billings","NT",20,4,122,"Baylor","Big 12",35,3,73,311,5.05,31,113,4.82,8.05,27.5,0,0,0,0,0,0,0,0,0,0,0,0,74,33,107,30,8.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jerald Hawkins","T",22,4,123,"LSU","SEC",41,4,78,305,5.23,23,100,4.89,8.19,23.5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Deon Bush","S",23,4,124,"Miami (FL)","ACC",34,3,72,199,4.64,17,123,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,123,45,168,10,4,4,0,0,13,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Antonio Morrison","ILB",21,4,125,"Florida","SEC",34,3,73,232,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,155,287,20,4.5,1,20,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Demarcus Robinson","WR",22,4,126,"Florida","SEC",27,3,73,203,4.59,0,123,4.19,6.77,34.5,0,0,0,0,0,0,3,6,0,105,1353,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
2016,"Evan Boehm","C",23,4,128,"Missouri","SEC",41,4,74,302,5.33,24,96,4.69,7.52,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Derrick Kindred","FS",22,4,129,"TCU","Big 12",37,3,70,207,4.5,0,123,4.29,7.05,37.5,0,0,0,0,0,0,0,0,0,0,0,0,168,61,229,12,0,8,140,2,15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Alex Lewis","T",24,4,130,"Nebraska","Big Ten",41,4,78,312,5.22,27,100,4.72,7.94,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Blake Martinez","LB",22,4,131,"Stanford","Pac-12",30,3,74,237,4.71,22,113,4.2,6.98,28.5,0,0,0,0,0,0,0,0,0,0,0,0,139,116,255,13.5,6.5,5,12,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Willie Henry","DT",22,4,132,"Michigan","Big Ten",31,3,75,303,5,28,110,4.53,7.57,30.5,0,0,0,0,0,0,0,0,0,0,0,0,40,45,85,18,9.5,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Rashard Robinson","CB",21,4,133,"LSU","SEC",15,2,73,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30,1.5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Kenneth Dixon","RB",22,4,134,"Louisiana Tech","CUSA",47,4,70,215,4.56,18,121,4.28,6.97,37.5,0,0,0,0,0,0,802,4483,72,87,969,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Dak Prescott","QB",23,4,135,"Mississippi St.","SEC",49,4,74,226,4.79,0,116,4.32,7.11,32.5,1169,734,9376,70,23,146,536,2521,41,4,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Devontae Booker","RB",24,4,136,"Utah","Pac-12",23,2,71,219,4.56,22,0,0,0,0,0,0,0,0,0,0,560,2773,21,80,622,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0
2016,"Dean Lowry","DE",22,4,137,"Northwestern","Big Ten",36,3,78,296,4.87,30,114,4.38,7.26,32.5,0,0,0,0,0,0,0,0,0,0,0,0,87,52,139,31,12.5,3,53,1,17,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Cardale Jones","QB",24,4,139,"Ohio St.","Big Ten",23,3,77,253,4.81,0,0,0,0,36,269,166,2322,15,7,147.4,153,617,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Tajae Sharpe","WR",21,5,140,"Massachusetts","MAC",47,4,74,194,4.55,11,114,0,0,33.5,0,0,0,0,0,0,4,11,0,277,3486,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Zack Sanchez","CB",22,5,141,"Oklahoma","Big 12",36,3,71,185,4.5,19,116,0,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,100,34,134,5,0.5,15,220,3,28,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0
2016,"Ronald Blair","DE",23,5,142,"Appalachian St.","Sun Belt",25,2,74,284,5.15,32,113,4.53,7.95,30,0,0,0,0,0,0,0,0,0,0,0,0,66,48,114,32,12.5,1,30,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"DeAndre Washington","RB",23,5,143,"Texas Tech","Big 12",49,4,68,204,4.49,24,116,4.2,7.03,34.5,0,0,0,0,0,0,605,3411,23,124,1091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,131,0,0,0,0,0,0,0
2016,"Connor McGovern","G",23,5,144,"Missouri","SEC",41,4,76,306,5.11,33,109,4.65,7.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"John Theus","T",22,5,145,"Georgia","SEC",41,4,78,313,5.22,0,103,4.78,7.9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Quinton Jefferson","DT",23,5,147,"Maryland","Big Ten",27,3,76,291,4.95,24,0,4.37,7.95,29,0,0,0,0,0,0,0,0,0,0,0,0,52,55,107,21.5,10.5,2,0,0,1,2,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Caleb Benenoch","T",22,5,148,"UCLA","0",41,4,77,311,4.98,0,104,5.11,8.15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Paul Perkins","RB",21,5,149,"UCLA","Pac-12",39,3,70,208,4.54,19,124,0,0,32,0,0,0,0,0,0,621,3488,29,80,739,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
2016,"Jordan Howard","RB",21,5,150,"Indiana","Big Ten",32,3,72,230,4.57,16,122,0,0,34,0,0,0,0,0,0,196,1213,9,11,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Joe Dahl","G",23,5,151,"Washington St.","Pac-12",41,4,76,304,5.18,28,109,4.77,7.64,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Matthew Ioannidis","DT",21,5,152,"Temple","American",36,3,75,299,5.03,32,108,4.71,7.78,28,0,0,0,0,0,0,0,0,0,0,0,0,76,39,115,30,10,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Wendell Smallwood","RB",22,5,153,"West Virginia","Big 12",38,3,70,208,4.47,14,120,4.28,6.83,33.5,0,0,0,0,0,0,425,2462,12,68,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,550,0,0,0,0,0,0,0
2016,"Jordan Payton","WR",23,5,154,"UCLA","Pac-12",51,4,73,207,4.47,0,121,4.33,7.08,34.5,0,0,0,0,0,0,0,0,0,201,2701,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Joe Haeg","T",23,5,155,"North Dakota St.","0",41,4,78,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jonathan Williams","RB",22,5,156,"Arkansas","SEC",36,3,71,220,4.56,16,0,0,0,0,0,0,0,0,0,0,406,2321,16,26,345,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Brandon Shell","T",24,5,158,"South Carolina","SEC",41,4,77,324,5.22,22,112,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"K.J. Dillon","S",23,5,159,"West Virginia","Big 12",34,3,72,210,4.53,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,40,159,17,0.5,5,60,1,20,1,0,0,1,2,26,0,8,50,0,0,0,0,0,0,0
2016,"Kentrell Brothers","OLB",23,5,160,"Missouri","SEC",40,3,72,245,4.89,19,110,4.11,6.99,28.5,0,0,0,0,0,0,0,0,0,0,0,0,184,173,357,23.5,4.5,5,39,0,11,0,0,0,4,0,0,0,2,14,0,0,0,0,0,0,0
2016,"Christian Westerman","G",23,5,161,"Arizona St.","0",41,4,75,298,5.12,34,98,4.71,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Kevin Hogan","QB",23,5,162,"Stanford","Pac-12",51,4,75,218,4.78,0,113,4.31,6.9,32.5,1103,727,9385,75,29,154.6,315,1249,15,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Trevor Davis","WR",23,5,163,"California","Pac-12",37,4,73,188,4.42,11,124,4.22,6.6,38.5,0,0,0,0,0,0,3,4,0,64,1071,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,115,0,45,1110,2,0,0,0,0,0,0
2016,"Halapoulivaati Vaitai","T",23,5,164,"TCU","0",41,4,78,320,5.26,23,113,5,8.26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"D.J. Reader","NT",22,5,166,"Clemson","ACC",25,3,75,327,5.33,30,99,4.71,7.9,29.5,0,0,0,0,0,0,0,0,0,0,0,0,34,38,72,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Spencer Drango","G",23,5,168,"Baylor","Big 12",41,4,78,315,5.27,30,100,4.66,7.88,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Antwione Williams","LB",23,5,169,"Georgia Southern","Sun Belt",25,2,75,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,78,172,18.5,7,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Cole Toner","T",22,5,170,"Harvard","0",41,4,77,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Alex Collins","RB",22,5,171,"Arkansas","SEC",38,3,70,217,4.59,18,113,0,0,28.5,0,0,0,0,0,0,665,3703,36,27,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,187,0,0,0,0,0,0,0
2016,"Rashard Higgins","WR",21,5,172,"Colorado St.","MWC",38,3,73,196,4.64,13,116,0,0,32,0,0,0,0,0,0,2,21,0,238,3648,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Trey Caldwell","DB",22,5,173,"La-Monroe","Sun Belt",35,3,69,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,28,143,6.5,0,2,55,1,19,0,0,0,0,5,3,0,14,323,0,0,0,0,0,0,0
2016,"Fahn Cooper","T",23,5,174,"Mississippi","0",41,4,76,303,5.17,19,102,4.89,7.85,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jatavis Brown","OLB",22,5,175,"Akron","MAC",35,3,71,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,147,340,40.5,16.5,1,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Andy Janovich","FB",23,6,176,"Nebraska","Big Ten",25,4,73,238,4.81,30,119,4.32,7.28,34,0,0,0,0,0,0,45,271,3,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,77,0,0,0,0,0,0,0
2016,"D.J. White","CB",23,6,178,"Georgia Tech","ACC",37,3,71,193,4.49,17,132,4.33,7.18,33,0,0,0,0,0,0,0,0,0,0,0,0,125,29,154,3.5,0,7,48,1,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Drew Kaser","P",23,6,179,"Texas A&M","SEC",38,4,74,212,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,46.2
2016,"Keenan Reynolds","RB",21,6,182,"Navy","American",50,4,70,191,0,0,0,0,0,0,0,0,0,0,0,0,977,4559,88,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Devante Bond","OLB",23,6,183,"Oklahoma","Big 12",19,2,73,235,4.7,21,121,4.36,7.07,37.5,0,0,0,0,0,0,0,0,0,0,0,0,46,27,73,11,3,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jerell Adams","TE",23,6,184,"South Carolina","SEC",37,4,77,247,4.64,0,117,4.31,7.05,32.5,0,0,0,0,0,0,0,0,0,66,977,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jakeem Grant","WR",23,6,186,"Texas Tech","Big 12",49,4,66,165,0,0,0,0,0,0,0,0,0,0,0,0,33,199,2,254,3286,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2169,4,0,0,0,0,0,0
2016,"Nate Sudfeld","QB",22,6,187,"Indiana","Big Ten",38,4,78,234,5.02,0,105,0,0,29,983,593,7879,61,20,144.1,135,132,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"David Morgan","TE",23,6,188,"Texas-San Antonio","CUSA",24,3,76,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,890,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Anthony Brown","CB",22,6,189,"Purdue","Big Ten",36,3,71,192,4.33,19,115,4.19,7.03,35,0,0,0,0,0,0,0,0,0,0,0,0,137,52,189,9.5,1.5,4,4,0,19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Josh Forrest","ILB",24,6,190,"Kentucky","SEC",34,3,75,249,4.91,11,118,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,118,114,232,16,4.5,5,152,2,7,0,0,0,2,0,0,0,1,-9,0,0,0,0,0,0,0
2016,"Jake Rudock","QB",23,6,191,"Michigan","Big Ten",38,3,75,199,0,0,0,0,0,0,389,249,3017,20,9,141.5,58,166,4,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Kolby Listenbee","WR",22,6,192,"TCU","Big 12",34,4,72,197,4.39,15,129,0,0,35.5,0,0,0,0,0,0,3,30,0,74,1432,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,177,0,0,0,0,0,0,0
2016,"Sebastian Tretola","G",24,6,193,"Arkansas","SEC",41,4,76,314,5.45,22,90,5.02,7.94,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Cory James","OLB",23,6,194,"Colorado St.","MWC",37,3,72,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,115,229,41.5,24,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Wes Schweitzer","G",23,6,195,"San Jose St.","MWC",41,4,77,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Blake Countess","CB",23,6,196,"Auburn","SEC",48,4,69,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,26,70,2.5,0,2,5,0,10,0,0,0,0,0,0,0,3,105,0,0,0,0,0,0,0
2016,"Dan Vitale","FB",22,6,197,"Northwestern","Big Ten",48,4,73,239,4.6,30,123,4.12,7.12,38.5,0,0,0,0,0,0,6,29,0,135,1427,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0
2016,"Derek Watt","FB",23,6,198,"Wisconsin","Big Ten",30,4,74,234,0,0,0,0,0,0,0,0,0,0,0,0,13,60,0,30,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Cody Core","WR",22,6,199,"Mississippi","SEC",44,4,75,205,4.47,14,119,0,0,31.5,0,0,0,0,0,0,5,87,0,83,1297,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Kyle Murphy","T",22,6,200,"Stanford","0",41,4,78,305,5.19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Brandon Allen","QB",24,6,201,"Arkansas","SEC",42,4,73,217,4.84,0,110,4.33,7.06,28,1016,583,7463,64,26,134.8,134,136,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Anthony Zettel","DT",24,6,202,"Penn St.","Big Ten",35,3,76,277,4.81,28,109,4.39,7.63,30.5,0,0,0,0,0,0,0,0,0,0,0,0,70,49,119,38,20,4,70,1,14,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Dadi Nicolas","DE",24,6,203,"Virginia Tech","ACC",37,3,75,235,4.74,14,116,4.38,7.04,41,0,0,0,0,0,0,0,0,0,0,0,0,87,78,165,35.5,17,1,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Jordan Lucas","SS",23,6,204,"Penn St.","Big Ten",34,3,72,201,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,62,181,11,4,3,37,0,25,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
2016,"Mike Thomas","WR",22,6,206,"Southern Miss","CUSA",25,2,73,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1983,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,936,1,0,0,0,0,0,0
